"games_before_purchase","balance_before_purchase","purchase_type"
4,30,"iap"
20,84,"iap"
20,4,"iap"
2,0,"iap"
6,40,"iap"
5,10,"iap"
0,0,"iap"
4,165,"iap"
4,10,"iap"
3,30,"iap"
2,405,"iap"
14,90,"iap"
10,44,"iap"
96,18,"iap"
1,30,"iap"
1,10,"iap"
6,25,"iap"
7,5,"iap"
89,65,"iap"
2,60,"iap"
3,0,"iap"
8,5,"iap"
1,0,"iap"
32,20,"iap"
72,220,"iap"
5,10,"iap"
20,55,"iap"
4,0,"iap"
7,40,"iap"
1,360,"iap"
11,80,"iap"
2,45,"iap"
0,0,"iap"
12,116,"iap"
19,90,"iap"
15,2,"iap"
8,40,"iap"
14,80,"iap"
2,25,"iap"
1,280,"iap"
2,65,"iap"
0,0,"iap"
3,115,"iap"
486,53,"iap"
23,440,"iap"
59,366,"iap"
13,120,"iap"
5,90,"iap"
2,100,"iap"
4,30,"iap"
2,70,"iap"
3,10,"iap"
5,0,"iap"
6,10,"iap"
19,180,"iap"
45,46,"iap"
6,88,"iap"
12,20,"iap"
3,360,"iap"
5,20,"iap"
6,160,"iap"
5,365,"iap"
48,7,"iap"
8,40,"iap"
3,20,"iap"
2,50,"iap"
9,70,"iap"
9,18,"iap"
26,8,"iap"
0,0,"iap"
1,10,"iap"
446,290,"iap"
5,110,"iap"
4,0,"iap"
6,35,"iap"
4,0,"iap"
5,75,"iap"
6,0,"iap"
7,100,"iap"
5,500,"iap"
3,0,"iap"
2,10,"iap"
5,95,"iap"
3,120,"iap"
9,593,"iap"
5,60,"iap"
8,50,"iap"
12,30,"iap"
13,75,"iap"
14,66,"iap"
3,80,"iap"
0,0,"iap"
25,190,"iap"
76,76,"iap"
4,40,"iap"
4,230,"iap"
13,65,"iap"
9,80,"iap"
5,80,"iap"
30,7,"iap"
4,0,"iap"
6,20,"iap"
3,180,"iap"
20,50,"iap"
6,41,"iap"
0,0,"iap"
8,14,"iap"
20,31,"iap"
4,180,"iap"
4,92,"iap"
29,0,"iap"
3,10,"iap"
2,10,"iap"
6,20,"iap"
9,235,"iap"
22,175,"iap"
2,90,"iap"
2,70,"iap"
0,15,"iap"
1,420,"iap"
2,90,"iap"
12,110,"iap"
5,10,"iap"
4,335,"iap"
3,210,"iap"
8,75,"iap"
4,50,"iap"
591,409,"iap"
4,20,"iap"
3,65,"iap"
10,68,"iap"
2,130,"iap"
13,182,"iap"
3,50,"iap"
0,0,"iap"
4,98,"iap"
17,226,"iap"
4,170,"iap"
0,15,"iap"
10,165,"iap"
3,95,"iap"
1,30,"iap"
3,30,"iap"
13,17,"iap"
7,0,"iap"
9,270,"iap"
0,0,"iap"
0,0,"iap"
15,910,"iap"
0,0,"iap"
4,456,"iap"
2,30,"iap"
9,40,"iap"
37,124,"iap"
3,60,"iap"
15,38,"iap"
27,57,"iap"
5,30,"iap"
2,45,"iap"
8,246,"iap"
1,40,"iap"
3,40,"iap"
5,40,"iap"
4,40,"iap"
0,500,"iap"
3,15,"iap"
4,60,"iap"
4,0,"iap"
435,118,"iap"
3,0,"iap"
2,20,"iap"
8,20,"iap"
4,305,"iap"
4,200,"iap"
10,105,"iap"
2,700,"iap"
1,40,"iap"
1066,18,"iap"
24,20,"iap"
27,127,"iap"
4,10,"iap"
6,70,"iap"
27,153,"iap"
1,420,"iap"
25,72,"iap"
8,25,"iap"
5,180,"iap"
2,100,"iap"
9,20,"iap"
11,10,"iap"
2,130,"iap"
14,60,"iap"
18,35,"iap"
10,128,"iap"
42,163,"iap"
24,145,"iap"
51,830,"iap"
2,5,"iap"
9,3,"iap"
3,152,"iap"
3,40,"iap"
35,129,"iap"
2,310,"iap"
5,35,"iap"
66,7,"iap"
2,0,"iap"
11,100,"iap"
55,130,"iap"
4,20,"iap"
3,0,"iap"
3,75,"iap"
0,0,"iap"
16,44,"iap"
15,107,"iap"
0,200,"iap"
4,90,"iap"
9,216,"iap"
36,60,"iap"
11,24,"iap"
3,20,"iap"
4,30,"iap"
9,15,"iap"
2,310,"iap"
2,560,"iap"
5,20,"iap"
4,30,"iap"
52,16,"iap"
2,40,"iap"
2,115,"iap"
5,0,"iap"
0,0,"iap"
4,25,"iap"
1,4,"iap"
2,170,"iap"
1,0,"iap"
17,70,"iap"
20,47,"iap"
2,160,"iap"
10,135,"iap"
25,123,"iap"
8,10,"iap"
2,10,"iap"
172,158,"iap"
7,235,"iap"
1,360,"iap"
65,32,"iap"
1,55,"iap"
6,15,"iap"
3,85,"iap"
351,642,"iap"
4,175,"iap"
18,10,"iap"
14,9,"iap"
9,0,"iap"
19,30,"iap"
16,80,"iap"
0,500,"iap"
19,0,"iap"
5,40,"iap"
80,39,"iap"
5,130,"iap"
37,50,"iap"
9,40,"iap"
3,30,"iap"
6,204,"iap"
6,25,"iap"
6,0,"iap"
24,22,"iap"
3,50,"iap"
29,5,"iap"
2,20,"iap"
4,190,"iap"
4,0,"iap"
15,13,"iap"
1,0,"iap"
9,25,"iap"
4,30,"iap"
12,60,"iap"
0,500,"iap"
5,20,"iap"
3,20,"iap"
0,20,"iap"
1,30,"iap"
1,30,"iap"
9,290,"iap"
9,50,"iap"
3,30,"iap"
7,45,"iap"
41,170,"iap"
7,234,"iap"
3,10,"iap"
7,0,"iap"
7,0,"iap"
25,20,"iap"
1,59,"iap"
4,40,"iap"
0,500,"iap"
2,534,"iap"
1,250,"iap"
2,25,"iap"
4,10,"iap"
4,30,"iap"
3,95,"iap"
29,43,"iap"
3,40,"iap"
1,20,"iap"
7,50,"iap"
5,20,"iap"
6,245,"iap"
0,360,"iap"
6,80,"iap"
2,425,"iap"
2,90,"iap"
1,300,"iap"
9,120,"iap"
3,200,"iap"
16,50,"iap"
15,35,"iap"
7,90,"iap"
7,35,"iap"
1,25,"iap"
9,64,"iap"
5,0,"iap"
3,135,"iap"
374,19,"iap"
3,50,"iap"
31,9,"iap"
5,55,"iap"
4,363,"iap"
3,140,"iap"
1,80,"iap"
3,300,"iap"
3,5,"iap"
3,10,"iap"
3,10,"iap"
14,50,"iap"
19,308,"iap"
3,120,"iap"
16,50,"iap"
0,0,"iap"
4,20,"iap"
6,390,"iap"
7,25,"iap"
15,0,"iap"
22,539,"iap"
4,20,"iap"
2,76,"iap"
7,20,"iap"
13,375,"iap"
3,65,"iap"
6,70,"iap"
20,70,"iap"
5,10,"iap"
3,80,"iap"
15,9,"iap"
3,40,"iap"
23,83,"iap"
6,390,"iap"
4,715,"iap"
6,0,"iap"
8,65,"iap"
8,40,"iap"
3,215,"iap"
7,35,"iap"
2,145,"iap"
20,117,"iap"
57,41,"iap"
14,20,"iap"
4,20,"iap"
11,30,"iap"
15,65,"iap"
2,130,"iap"
3,240,"iap"
1,310,"iap"
1,145,"iap"
8,80,"iap"
0,0,"iap"
2,280,"iap"
21,23,"iap"
2,270,"iap"
4,120,"iap"
7,132,"iap"
7,0,"iap"
9,33,"iap"
2,10,"iap"
9,75,"iap"
22,127,"iap"
2,30,"iap"
3,110,"iap"
1,110,"iap"
1,265,"iap"
3,120,"iap"
6,2,"iap"
2,20,"iap"
127,18,"iap"
8,27,"iap"
1,55,"iap"
4,20,"iap"
2,50,"iap"
44,85,"iap"
3,30,"iap"
1,80,"iap"
1,360,"iap"
5,0,"iap"
4,50,"iap"
28,119,"iap"
4,474,"iap"
3,42,"iap"
1,15,"iap"
4,160,"iap"
2,23,"iap"
4,20,"iap"
6,30,"iap"
32,62,"iap"
7,20,"iap"
10,39,"iap"
2,10,"iap"
1,250,"iap"
5,206,"iap"
4,20,"iap"
37,79,"iap"
5,5,"iap"
3,35,"iap"
6,18,"iap"
23,5,"iap"
7,30,"iap"
1,70,"iap"
3,170,"iap"
5,45,"iap"
2,140,"iap"
1,130,"iap"
0,0,"iap"
20,22,"iap"
16,86,"iap"
3,60,"iap"
90,395,"iap"
0,0,"iap"
1,177,"iap"
2,0,"iap"
4,50,"iap"
9,153,"iap"
4,45,"iap"
3,55,"iap"
3,50,"iap"
3,20,"iap"
3,75,"iap"
1,160,"iap"
14,5,"iap"
7,160,"iap"
2,50,"iap"
57,30,"iap"
5,4,"iap"
17,240,"iap"
3,20,"iap"
582,402,"iap"
0,500,"iap"
13,103,"iap"
18,20,"iap"
4,30,"iap"
3,0,"iap"
5,0,"iap"
6,100,"iap"
228,167,"iap"
12,63,"iap"
4,105,"iap"
6,80,"iap"
0,20,"iap"
7,130,"iap"
3,50,"iap"
2,60,"iap"
8,0,"iap"
2,70,"iap"
4,40,"iap"
9,10,"iap"
5,55,"iap"
2,10,"iap"
1,30,"iap"
20,27,"iap"
25,114,"iap"
25,56,"iap"
4,40,"iap"
3,50,"iap"
1,0,"iap"
17,974,"iap"
10,500,"iap"
5,135,"iap"
2,0,"iap"
5,25,"iap"
4,20,"iap"
2,15,"iap"
7,9,"iap"
3,10,"iap"
1,260,"iap"
0,0,"iap"
7,50,"iap"
5,30,"iap"
9,90,"iap"
2,30,"iap"
6,0,"iap"
10,55,"iap"
2,0,"iap"
1,0,"iap"
2,70,"iap"
4,110,"iap"
2,0,"iap"
13,31,"iap"
3,0,"iap"
0,0,"iap"
7,0,"iap"
7,2,"iap"
21,50,"iap"
23,11,"iap"
6,60,"iap"
3,0,"iap"
5,40,"iap"
7,0,"iap"
11,30,"iap"
1,85,"iap"
2,150,"iap"
2,350,"iap"
1,160,"iap"
1,210,"iap"
5,110,"iap"
4,115,"iap"
4,30,"iap"
16,0,"iap"
1,10,"iap"
4,55,"iap"
67,148,"iap"
2,70,"iap"
4,120,"iap"
7,52,"iap"
3,5,"iap"
4,10,"iap"
2,0,"iap"
6,60,"iap"
26,100,"iap"
64,148,"iap"
2,0,"iap"
6,15,"iap"
9,64,"iap"
3,130,"iap"
9,106,"iap"
0,0,"iap"
6,6,"iap"
3,0,"iap"
6,30,"iap"
9,5,"iap"
20,176,"iap"
10,22,"iap"
29,16,"iap"
8,0,"iap"
5,15,"iap"
9,0,"iap"
4,14,"iap"
6,0,"iap"
19,25,"iap"
4,111,"iap"
8,20,"iap"
2,70,"iap"
5,45,"iap"
3,100,"iap"
1,10,"iap"
15,45,"iap"
0,0,"iap"
7,15,"iap"
0,0,"iap"
6,100,"iap"
1,100,"iap"
6,130,"iap"
3,90,"iap"
5,465,"iap"
3,10,"iap"
3,120,"iap"
3,20,"iap"
7,90,"iap"
4,230,"iap"
5,70,"iap"
2,105,"iap"
7,1,"iap"
5,30,"iap"
1,0,"iap"
8,20,"iap"
38,126,"iap"
10,50,"iap"
1,40,"iap"
7,60,"iap"
1,500,"iap"
4,15,"iap"
0,0,"iap"
3,50,"iap"
6,20,"iap"
2,0,"iap"
6,150,"iap"
3,350,"iap"
3,70,"iap"
1,50,"iap"
12,20,"iap"
1,320,"iap"
2,75,"iap"
11,8,"iap"
3,10,"iap"
1,80,"iap"
1,35,"iap"
0,0,"iap"
3,15,"iap"
5,25,"iap"
2,50,"iap"
3,10,"iap"
1,5,"iap"
18,40,"iap"
4,10,"iap"
7,70,"iap"
12,10,"iap"
2,30,"iap"
6,150,"iap"
0,0,"iap"
6,470,"iap"
2,10,"iap"
5,0,"iap"
3,0,"iap"
2,130,"iap"
6,5,"iap"
8,73,"iap"
3,15,"iap"
1,10,"iap"
3,25,"iap"
7,57,"iap"
5,0,"iap"
2,0,"iap"
2,2,"iap"
58,75,"iap"
0,0,"iap"
12,82,"iap"
5,474,"iap"
4,0,"iap"
1,210,"iap"
0,0,"iap"
3,20,"iap"
1,25,"iap"
7,130,"iap"
3,0,"iap"
0,0,"iap"
0,500,"iap"
3,50,"iap"
45,60,"iap"
24,48,"iap"
6,50,"iap"
3,305,"iap"
0,500,"iap"
3,50,"iap"
1,20,"iap"
52,8,"iap"
2,0,"iap"
1,38,"iap"
3,0,"iap"
5,0,"iap"
13,2,"iap"
6,513,"iap"
3,0,"iap"
0,500,"iap"
17,50,"iap"
4,80,"iap"
5,120,"iap"
4,465,"iap"
2,50,"iap"
11,25,"iap"
4,30,"iap"
8,2,"iap"
0,0,"iap"
5,0,"iap"
278,21,"iap"
14,40,"iap"
2,10,"iap"
9,460,"iap"
1,0,"iap"
0,0,"iap"
1,0,"iap"
2,80,"iap"
7,50,"iap"
3,85,"iap"
4,20,"iap"
0,0,"iap"
56,140,"iap"
0,150,"iap"
128,95,"iap"
1,10,"iap"
3,20,"iap"
2,20,"iap"
11,97,"iap"
7,120,"iap"
11,20,"iap"
5,15,"iap"
3,10,"iap"
9,16,"iap"
79,59,"iap"
0,0,"iap"
2,80,"iap"
20,53,"iap"
3,70,"iap"
35,36,"iap"
5,60,"iap"
5,155,"iap"
5,10,"iap"
3,10,"iap"
8,375,"iap"
19,0,"iap"
15,82,"iap"
0,500,"iap"
22,741,"iap"
0,0,"iap"
0,0,"iap"
3,60,"iap"
2,50,"iap"
70,44,"iap"
5,50,"iap"
2,175,"iap"
3,50,"iap"
3,0,"iap"
23,437,"iap"
6,130,"iap"
87,21,"iap"
41,103,"iap"
28,25,"iap"
2,20,"iap"
3,0,"iap"
3,10,"iap"
6,22,"iap"
2,50,"iap"
10,0,"iap"
18,195,"iap"
3,50,"iap"
3,45,"iap"
21,130,"iap"
10,5,"iap"
8,0,"iap"
7,150,"iap"
58,15,"iap"
0,500,"iap"
10,180,"iap"
6,390,"iap"
4,105,"iap"
7,10,"iap"
5,20,"iap"
5,55,"iap"
7,10,"iap"
7,120,"iap"
6,320,"iap"
1,50,"iap"
7,55,"iap"
2,90,"iap"
4,20,"iap"
6,60,"iap"
6,35,"iap"
1,70,"iap"
11,27,"iap"
7,105,"iap"
4,176,"iap"
3,90,"iap"
8,110,"iap"
3,54,"iap"
4,110,"iap"
2,25,"iap"
2,60,"iap"
3,25,"iap"
3,0,"iap"
2,0,"iap"
3,150,"iap"
16,95,"iap"
7,0,"iap"
2,932,"iap"
34,45,"iap"
2,10,"iap"
4,100,"iap"
4,42,"iap"
25,31,"iap"
12,26,"iap"
3,0,"iap"
27,42,"iap"
3,80,"iap"
101,403,"iap"
2,60,"iap"
6,30,"iap"
4,8,"iap"
1,100,"iap"
2,50,"iap"
0,0,"iap"
1,300,"iap"
0,0,"iap"
4,180,"iap"
1,90,"iap"
2,100,"iap"
3,173,"iap"
9,130,"iap"
6,60,"iap"
7,30,"iap"
3,0,"iap"
3,10,"iap"
33,102,"iap"
4,70,"iap"
15,5,"iap"
2,180,"iap"
5,40,"iap"
5,20,"iap"
11,350,"iap"
0,500,"iap"
16,74,"iap"
9,8,"iap"
7,130,"iap"
3,70,"iap"
7,10,"iap"
2,30,"iap"
31,40,"iap"
55,206,"iap"
162,176,"iap"
3,30,"iap"
15,128,"iap"
5,0,"iap"
8,10,"iap"
6,0,"iap"
9,58,"iap"
38,127,"iap"
4,100,"iap"
11,120,"iap"
6,2,"iap"
2,20,"iap"
1,50,"iap"
11,180,"iap"
1,30,"iap"
4,30,"iap"
2,20,"iap"
1,110,"iap"
3,140,"iap"
38,31,"iap"
6,11,"iap"
18,20,"iap"
276,128,"iap"
248,329,"iap"
3,239,"iap"
3,20,"iap"
3,50,"iap"
3,50,"iap"
0,500,"iap"
2,70,"iap"
15,87,"iap"
2,70,"iap"
3,215,"iap"
0,0,"iap"
1,250,"iap"
85,133,"iap"
6,110,"iap"
4,134,"iap"
3,0,"iap"
2,0,"iap"
0,40,"iap"
0,0,"iap"
35,525,"iap"
35,96,"iap"
1,20,"iap"
5,30,"iap"
3,290,"iap"
1,0,"iap"
148,229,"iap"
75,5,"iap"
1,0,"iap"
8,20,"iap"
6,0,"iap"
16,255,"iap"
16,50,"iap"
3,30,"iap"
6,80,"iap"
4,20,"iap"
4,220,"iap"
3,5,"iap"
2,60,"iap"
0,240,"iap"
2,0,"iap"
22,45,"iap"
13,10,"iap"
5,90,"iap"
29,113,"iap"
3,60,"iap"
1,260,"iap"
5,70,"iap"
12,140,"iap"
18,6,"iap"
8,16,"iap"
2,30,"iap"
1,230,"iap"
0,270,"iap"
4,80,"iap"
4,160,"iap"
1,20,"iap"
7,100,"iap"
14,110,"iap"
3,26,"iap"
64,73,"iap"
2,20,"iap"
6,761,"iap"
3,17,"iap"
5,20,"iap"
4,80,"iap"
1,300,"iap"
2,1007,"iap"
4,20,"iap"
139,149,"iap"
180,70,"iap"
9,0,"iap"
4,60,"iap"
3,260,"iap"
10,360,"iap"
0,20,"iap"
3,10,"iap"
156,314,"iap"
4,10,"iap"
27,45,"iap"
0,0,"iap"
6,0,"iap"
3,20,"iap"
2,220,"iap"
2,20,"iap"
2,0,"iap"
0,0,"iap"
0,500,"iap"
0,370,"iap"
253,108,"iap"
1,300,"iap"
110,44,"iap"
3,100,"iap"
1,150,"iap"
6,22,"iap"
1,20,"iap"
19,422,"iap"
4,80,"iap"
9,50,"iap"
6,40,"iap"
7,160,"iap"
21,22,"iap"
3,30,"iap"
9,20,"iap"
0,20,"iap"
3,40,"iap"
3,200,"iap"
41,166,"iap"
2,30,"iap"
3,0,"iap"
4,2093,"iap"
1,130,"iap"
1,30,"iap"
39,184,"iap"
0,0,"iap"
2,50,"iap"
3,490,"iap"
0,0,"iap"
3,80,"iap"
12,43,"iap"
6,60,"iap"
3,50,"iap"
6,130,"iap"
135,186,"iap"
9,100,"iap"
2,160,"iap"
2,42,"iap"
2,195,"iap"
14,440,"iap"
0,0,"iap"
2,0,"iap"
9,60,"iap"
4,90,"iap"
15,122,"iap"
7,0,"iap"
3,40,"iap"
1,10,"iap"
5,27,"iap"
2,112,"iap"
0,0,"iap"
2,460,"iap"
0,0,"iap"
2,120,"iap"
53,229,"iap"
10,40,"iap"
5,130,"iap"
14,220,"iap"
8,18,"iap"
3,90,"iap"
2,0,"iap"
4,50,"iap"
1,320,"iap"
3,30,"iap"
11,95,"iap"
3,50,"iap"
1,70,"iap"
2,60,"iap"
9,0,"iap"
11,89,"iap"
2,20,"iap"
26,40,"iap"
2,140,"iap"
2,50,"iap"
13,23,"iap"
7,50,"iap"
20,27,"iap"
74,1457,"iap"
2,170,"iap"
26,100,"iap"
2,40,"iap"
2,0,"iap"
6,20,"iap"
5,40,"iap"
2,50,"iap"
2,20,"iap"
4,170,"iap"
1,130,"iap"
5,120,"iap"
8,20,"iap"
1,0,"iap"
2,20,"iap"
2,160,"iap"
4,0,"iap"
15,1430,"iap"
1,30,"iap"
5,10,"iap"
2,110,"iap"
2,80,"iap"
5,0,"iap"
5,110,"iap"
2,190,"iap"
11,98,"iap"
25,720,"iap"
15,20,"iap"
4,10,"iap"
3,10,"iap"
5,140,"iap"
5,30,"iap"
7,28,"iap"
1,150,"iap"
4,120,"iap"
4,51,"iap"
8,11,"iap"
2,40,"iap"
10,89,"iap"
1,200,"iap"
3,100,"iap"
22,35,"iap"
6,0,"iap"
1,50,"iap"
4,10,"iap"
9,30,"iap"
5,216,"iap"
3,26,"iap"
3,50,"iap"
12,26,"iap"
2,302,"iap"
5,70,"iap"
4,63,"iap"
5,100,"iap"
3,0,"iap"
3,15,"iap"
21,20,"iap"
2,170,"iap"
0,0,"iap"
5,40,"iap"
3,280,"iap"
0,500,"iap"
23,84,"iap"
8,190,"iap"
268,1,"iap"
4,90,"iap"
5,130,"iap"
1,120,"iap"
6,40,"iap"
5,10,"iap"
4,0,"iap"
6,52,"iap"
10,186,"iap"
2,50,"iap"
1,350,"iap"
5,0,"iap"
5,120,"iap"
8,20,"iap"
8,120,"iap"
4,210,"iap"
3,145,"iap"
4,80,"iap"
4,0,"iap"
60,49,"iap"
4,87,"iap"
2,70,"iap"
10,240,"iap"
1,0,"iap"
5,70,"iap"
23,45,"iap"
5,100,"iap"
0,500,"iap"
4,100,"iap"
1,350,"iap"
5,30,"iap"
0,0,"iap"
2,120,"iap"
3,10,"iap"
0,0,"iap"
2,890,"iap"
4,110,"iap"
0,0,"iap"
1,130,"iap"
6,300,"iap"
11,225,"iap"
3,30,"iap"
1,0,"iap"
4,110,"iap"
11,63,"iap"
23,301,"iap"
8,0,"iap"
4,83,"iap"
7,0,"iap"
4,140,"iap"
1,20,"iap"
2,30,"iap"
4,30,"iap"
6,3,"iap"
2,120,"iap"
3,247,"iap"
44,549,"iap"
11,10,"iap"
5,0,"iap"
1,370,"iap"
2,22,"iap"
4,140,"iap"
0,0,"iap"
2,0,"iap"
2,20,"iap"
6,120,"iap"
26,166,"iap"
2,20,"iap"
2,100,"iap"
7,220,"iap"
0,20,"iap"
3,57,"iap"
2,0,"iap"
0,20,"iap"
3,30,"iap"
7,160,"iap"
3,0,"iap"
1,80,"iap"
2,60,"iap"
6,640,"iap"
3,0,"iap"
13,106,"iap"
76,14,"iap"
2,0,"iap"
1,0,"iap"
9,110,"iap"
11,80,"iap"
3,50,"iap"
4,40,"iap"
1,10,"iap"
6,26,"iap"
9,492,"iap"
7,161,"iap"
1,140,"iap"
3,0,"iap"
2,20,"iap"
3,40,"iap"
9,102,"iap"
1,150,"iap"
3,80,"iap"
2,10,"iap"
6,67,"iap"
2,0,"iap"
2,130,"iap"
2,80,"iap"
56,9,"iap"
1,40,"iap"
7,283,"iap"
5,104,"iap"
8,0,"iap"
4,40,"iap"
5,5,"iap"
0,0,"iap"
6,20,"iap"
8,110,"iap"
2,100,"iap"
2,90,"iap"
0,0,"iap"
0,0,"iap"
46,2338,"iap"
2,10,"iap"
3,10,"iap"
2,0,"iap"
2,10,"iap"
1,50,"iap"
0,0,"iap"
4,16,"iap"
2,60,"iap"
3,0,"iap"
3,40,"iap"
4,20,"iap"
3,20,"iap"
4,30,"iap"
1,80,"iap"
1,50,"iap"
4,196,"iap"
6,67,"iap"
7,60,"iap"
5,10,"iap"
2,170,"iap"
6,0,"iap"
4,575,"iap"
10,6,"iap"
2,30,"iap"
2,50,"iap"
5,120,"iap"
9,1,"iap"
0,122,"iap"
4,20,"iap"
2,93,"iap"
6,150,"iap"
6,30,"iap"
7,41,"iap"
2,0,"iap"
6,71,"iap"
5,0,"iap"
24,31,"iap"
2,90,"iap"
2,10,"iap"
5,50,"iap"
1,200,"iap"
2,70,"iap"
0,0,"iap"
3,0,"iap"
3,150,"iap"
3,100,"iap"
3,0,"iap"
3,50,"iap"
0,0,"iap"
3,100,"iap"
1,350,"iap"
1,100,"iap"
3,70,"iap"
3,20,"iap"
0,0,"iap"
2,120,"iap"
1,30,"iap"
0,500,"iap"
11,35,"iap"
3,124,"iap"
5,310,"iap"
2,140,"iap"
2,120,"iap"
4,310,"iap"
11,10,"iap"
3,10,"iap"
18,140,"iap"
2,0,"iap"
2,50,"iap"
111,82,"iap"
2,20,"iap"
2,20,"iap"
2,20,"iap"
1,100,"iap"
1,150,"iap"
4,110,"iap"
0,0,"iap"
24,1150,"iap"
2,20,"iap"
2,10,"iap"
0,10,"iap"
5,13,"iap"
4,70,"iap"
3,24,"iap"
2,30,"iap"
16,150,"iap"
3,50,"iap"
3,45,"iap"
12,813,"iap"
3,130,"iap"
1,20,"iap"
72,34,"iap"
3,0,"iap"
2,40,"iap"
6,80,"iap"
1,20,"iap"
3,120,"iap"
4,330,"iap"
13,90,"iap"
4,0,"iap"
2,120,"iap"
11,41,"iap"
7,81,"iap"
5,35,"iap"
2,200,"iap"
0,350,"iap"
0,140,"iap"
3,210,"iap"
2,60,"iap"
0,500,"iap"
2,0,"iap"
2,177,"iap"
2,20,"iap"
172,6770,"iap"
4,0,"iap"
1,190,"iap"
5,50,"iap"
3,102,"iap"
4,20,"iap"
8,16,"iap"
3,0,"iap"
2,10,"iap"
16,70,"iap"
29,650,"iap"
12,38,"iap"
2,130,"iap"
1,20,"iap"
2,20,"iap"
4,0,"iap"
1,0,"iap"
1,90,"iap"
5,48,"iap"
11,40,"iap"
3,270,"iap"
0,0,"iap"
2,20,"iap"
2,120,"iap"
13,10,"iap"
2,0,"iap"
4,20,"iap"
3,30,"iap"
2,170,"iap"
4,0,"iap"
0,350,"iap"
15,97,"iap"
2,80,"iap"
3,110,"iap"
23,160,"iap"
8,150,"iap"
6,200,"iap"
14,190,"iap"
1,0,"iap"
11,35,"iap"
3,80,"iap"
1,10,"iap"
1,170,"iap"
5,20,"iap"
2,10,"iap"
4,191,"iap"
3,60,"iap"
5,17,"iap"
2,50,"iap"
5,328,"iap"
3,200,"iap"
4,40,"iap"
0,0,"iap"
36,412,"iap"
2,470,"iap"
4,20,"iap"
1,250,"iap"
3,265,"iap"
2,10,"iap"
8,10,"iap"
2,90,"iap"
0,0,"iap"
1,20,"iap"
37,219,"iap"
25,119,"iap"
14,56,"iap"
0,0,"iap"
1,20,"iap"
3,30,"iap"
3,330,"iap"
0,0,"iap"
2,70,"iap"
11,80,"iap"
2,120,"iap"
2,30,"iap"
2,70,"iap"
2,0,"iap"
4,163,"iap"
0,320,"iap"
4,3,"iap"
1,42,"iap"
2,50,"iap"
2,110,"iap"
15,0,"iap"
1,212,"iap"
1,20,"iap"
6,90,"iap"
1,50,"iap"
0,0,"iap"
3,110,"iap"
2,70,"iap"
2,11,"iap"
2,10,"iap"
3,140,"iap"
2,70,"iap"
297,1038,"iap"
1,250,"iap"
1,230,"iap"
2,10,"iap"
2,0,"iap"
4,20,"iap"
7,130,"iap"
8,500,"iap"
7,40,"iap"
31,130,"iap"
12,200,"iap"
1,240,"iap"
6,1684,"iap"
4,70,"iap"
2,10,"iap"
6,151,"iap"
1,0,"iap"
1,160,"iap"
11,30,"iap"
6,110,"iap"
2,30,"iap"
0,350,"iap"
2,10,"iap"
3,170,"iap"
1,90,"iap"
1,20,"iap"
1,90,"iap"
12,100,"iap"
3,260,"iap"
4,41,"iap"
2,410,"iap"
0,20,"iap"
1,70,"iap"
5,0,"iap"
2,20,"iap"
15,98,"iap"
3,108,"iap"
3,40,"iap"
2,0,"iap"
2,150,"iap"
2,60,"iap"
3,0,"iap"
74,126,"iap"
50,99,"iap"
1,200,"iap"
1,60,"iap"
2,20,"iap"
2,200,"iap"
3,150,"iap"
2,0,"iap"
1,180,"iap"
10,9,"iap"
12,3,"iap"
34,196,"iap"
13,70,"iap"
1,130,"iap"
1,70,"iap"
1,30,"iap"
3,21,"iap"
15,48,"iap"
16,675,"iap"
2,30,"iap"
0,0,"iap"
60,79,"iap"
5,70,"iap"
1,172,"iap"
1,160,"iap"
4,128,"iap"
1,100,"iap"
7,240,"iap"
3,100,"iap"
4,150,"iap"
16,0,"iap"
2,0,"iap"
3,40,"iap"
1,50,"iap"
7,11,"iap"
5,90,"iap"
3,50,"iap"
0,500,"iap"
24,31,"iap"
20,1,"iap"
3,150,"iap"
17,180,"iap"
28,0,"iap"
5,20,"iap"
1,40,"iap"
0,0,"iap"
7,330,"iap"
17,20,"iap"
317,26,"iap"
9,110,"iap"
1,350,"iap"
6,110,"iap"
2,0,"iap"
3,172,"iap"
0,0,"iap"
1,200,"iap"
7,142,"iap"
6,60,"iap"
1,292,"iap"
1,50,"iap"
2,20,"iap"
2,40,"iap"
4,74,"iap"
8,91,"iap"
2,19,"iap"
25,130,"iap"
13,125,"iap"
5,186,"iap"
0,0,"iap"
5,20,"iap"
3,15,"iap"
2,120,"iap"
8,0,"iap"
3,20,"iap"
1,40,"iap"
5,0,"iap"
1,0,"iap"
6,0,"iap"
0,20,"iap"
0,0,"iap"
14,200,"iap"
2,232,"iap"
2,170,"iap"
2,60,"iap"
8,50,"iap"
6,10,"iap"
7,382,"iap"
0,0,"iap"
1,20,"iap"
2,100,"iap"
6,367,"iap"
4,97,"iap"
3,20,"iap"
10,11,"iap"
3,33,"iap"
10,60,"iap"
7,110,"iap"
5,0,"iap"
6,160,"iap"
6,140,"iap"
9,10,"iap"
8,40,"iap"
10,28,"iap"
9,232,"iap"
3,180,"iap"
6,0,"iap"
4,20,"iap"
13,174,"iap"
5,160,"iap"
5,40,"iap"
2,10,"iap"
3,72,"iap"
3,270,"iap"
3,70,"iap"
2,30,"iap"
